Code;Libellé;Médiane du revenu disponible par UC 2020
11068;Capendu;18320
11069;Carcassonne;18800
11070;Carlipa;20140
11071;Cascastel-des-Corbières;17230
11072;La Cassaigne;22650
11073;Cassaignes;N/A - résultat non disponible
11074;Les Cassés;21730
11075;Castans;15520
11076;Castelnaudary;19450
11077;Castelnau-d'Aude;20430
11078;Castelreng;17630
11079;Caudebronde;23010
11080;Val de Lambronne;18850
11081;Caunes-Minervois;19030
11082;Caunette-sur-Lauquet;N/A - résultat non disponible
11083;Caunettes-en-Val;N/A - résultat non disponible
11084;Caux-et-Sauzens;20380
11085;Cavanac;22180
11086;Caves;20290
11087;Cazalrenoux;N/A - résultat non disponible
11088;Cazilhac;24090
11089;Cenne-Monestiés;20240
11090;Cépie;20900
11091;Chalabre;18470
11092;Citou;N/A - résultat non disponible
11093;Le Clat;N/A - résultat non disponible
11094;Clermont-sur-Lauquet;N/A - résultat non disponible
11095;Comigne;20480
11096;Comus;N/A - résultat non disponible
11098;Conilhac-Corbières;19730
11099;Conques-sur-Orbiel;21040
11100;Corbières;N/A - résultat non disponible
11101;Coudons;N/A - résultat non disponible
11102;Couffoulens;21900
11103;Couiza;18540
11104;Counozouls;N/A - résultat non disponible
11105;Cournanel;21640
11106;Coursan;20200
11107;Courtauly;N/A - résultat non disponible
11108;La Courtète;N/A - résultat non disponible
11109;Coustaussa;N/A - résultat non disponible
11110;Coustouge;18080
11111;Cruscades;19740
11112;Cubières-sur-Cinoble;N/A - résultat non disponible
11113;Cucugnan;20750
11114;Cumiès;N/A - résultat non disponible
11115;Cuxac-Cabardès;18950
11116;Cuxac-d'Aude;19800
11117;Davejean;14430
11118;Dernacueillette;N/A - résultat non disponible
11119;La Digne-d'Amont;23120
11120;La Digne-d'Aval;22130
11121;Donazac;N/A - résultat non disponible
11122;Douzens;19900
11123;Duilhac-sous-Peyrepertuse;15150
11124;Durban-Corbières;19190
11125;Embres-et-Castelmaure;19360
11126;Escales;18970
11127;Escouloubre;N/A - résultat non disponible
11128;Escueillens-et-Saint-Just-de-Bélengard;17600
11129;Espéraza;18110
11130;Espezel;19420
11131;Val-du-Faby;16500
11132;Fabrezan;19420
11133;Fajac-en-Val;N/A - résultat non disponible
11134;Fajac-la-Relenque;N/A - résultat non disponible
11135;La Fajolle;N/A - résultat non disponible
11136;Fanjeaux;19390
11137;Félines-Termenès;13690
11138;Fendeille;22190
11139;Fenouillet-du-Razès;N/A - résultat non disponible
11140;Ferrals-les-Corbières;19660
11141;Ferran;26660
11142;Festes-et-Saint-André;13660
11143;Feuilla;14540
11144;Fitou;19530
11145;Fleury;20560
11146;Floure;19090
11147;Fontanès-de-Sault;N/A - résultat non disponible
11148;Fontcouverte;20560
11149;Fonters-du-Razès;N/A - résultat non disponible
11150;Fontiers-Cabardès;18910
11151;Fontiès-d'Aude;20570
11152;Fontjoncouse;18180
11153;La Force;21820
11154;Fournes-Cabardès;N/A - résultat non disponible
11155;Fourtou;N/A - résultat non disponible
11156;Fraisse-Cabardès;19690
11157;Fraissé-des-Corbières;16840
11158;Gaja-et-Villedieu;22110
11159;Gaja-la-Selve;17210
11160;Galinagues;N/A - résultat non disponible
11161;Gardie;20690
11162;Generville;N/A - résultat non disponible
11163;Gincla;N/A - résultat non disponible
11164;Ginestas;21250
11165;Ginoles;21710
11166;Gourvieille;N/A - résultat non disponible
11167;Gramazie;19900
11168;Granès;17980
11169;Greffeil;N/A - résultat non disponible
11170;Gruissan;20710
11172;Homps;18300
11173;Hounoux;17920
11174;Les Ilhes;N/A - résultat non disponible
11175;Issel;21000
11176;Jonquières;N/A - résultat non disponible
11177;Joucou;N/A - résultat non disponible
11178;Labastide-d'Anjou;21150
11179;Labastide-en-Val;18590
11180;Labastide-Esparbairenque;N/A - résultat non disponible
11181;Labécède-Lauragais;20630
11182;Lacombe;18870
11183;Ladern-sur-Lauquet;20160
11184;Lafage;N/A - résultat non disponible
11185;Lagrasse;19220
11186;Lairière;N/A - résultat non disponible
11187;Lanet;N/A - résultat non disponible
11188;La Palme;21350
11189;Laprade;18930
11190;La Redorte;18810
11191;Laroque-de-Fa;14910
11192;Lasbordes;20870
11193;Lasserre-de-Prouille;19650
11194;Lastours;18260
11195;Laurabuc;21170
11196;Laurac;20600
11197;Lauraguel;20260
11198;Laure-Minervois;19110
11199;Lavalette;21580
11200;Lespinassière;16250
11201;Leuc;22840
11202;Leucate;20860
11203;Lézignan-Corbières;18860
11204;Lignairolles;N/A - résultat non disponible
11205;Limousis;19560
11206;Limoux;19570
11207;Loupia;20410
11208;La Louvière-Lauragais;N/A - résultat non disponible
11209;Luc-sur-Aude;19590
11210;Luc-sur-Orbieu;19840
11211;Magrie;21690
11212;Mailhac;18680
11213;Maisons;N/A - résultat non disponible
11214;Malras;21570
11215;Malves-en-Minervois;22890
11216;Malviès;21780
11217;Marcorignan;21120
11218;Marquein;N/A - résultat non disponible
11219;Marsa;N/A - résultat non disponible
11220;Marseillette;19880
11221;Les Martys;19820
11222;Mas-Cabardès;20040
11223;Mas-des-Cours;N/A - résultat non disponible
11224;Massac;N/A - résultat non disponible
11225;Mas-Saintes-Puelles;21370
11226;Mayreville;N/A - résultat non disponible
11227;Mayronnes;N/A - résultat non disponible
11228;Mazerolles-du-Razès;16680
11229;Mazuby;N/A - résultat non disponible
11230;Mérial;N/A - résultat non disponible
11231;Mézerville;N/A - résultat non disponible
11232;Miraval-Cabardès;N/A - résultat non disponible
11233;Mirepeisset;21560
11234;Mireval-Lauragais;22040
11235;Missègre;N/A - résultat non disponible
11236;Molandier;21000
11238;Molleville;22440
11239;Montauriol;N/A - résultat non disponible
11240;Montazels;20570
11241;Montbrun-des-Corbières;20150
11242;Montclar;21820
11243;Montferrand;23540
11244;Montfort-sur-Boulzane;N/A - résultat non disponible
11245;Montgaillard;N/A - résultat non disponible
11246;Montgradail;N/A - résultat non disponible
11247;Monthaut;N/A - résultat non disponible
11248;Montirat;N/A - résultat non disponible
11249;Montjardin;N/A - résultat non disponible
11250;Montjoi;N/A - résultat non disponible
11251;Val-de-Dagne;18640
11252;Montmaur;24980
11253;Montolieu;20040
11254;Montréal;19940
11255;Montredon-des-Corbières;21060
11256;Montséret;21380
11257;Monze;20620
11258;Moussan;22070
11259;Moussoulens;20850
11260;Mouthoumet;13960
11261;Moux;18980
11262;Narbonne;19270
11263;Nébias;17490
11264;Névian;21910
11265;Niort-de-Sault;N/A - résultat non disponible
11266;Port-la-Nouvelle;19270
11267;Ornaisons;20720
11268;Orsans;N/A - résultat non disponible
11269;Ouveillan;20130
11270;Padern;16080
11271;Palairac;N/A - résultat non disponible
11272;Palaja;24240
11273;Paraza;20490
11274;Pauligne;21580
11275;Payra-sur-l'Hers;20120
11276;Paziols;17970
11277;Pécharic-et-le-Py;N/A - résultat non disponible
11278;Pech-Luna;N/A - résultat non disponible
11279;Pennautier;21470
11280;Pépieux;18620
11281;Pexiora;19540
11282;Peyrefitte-du-Razès;N/A - résultat non disponible
11283;Peyrefitte-sur-l'Hers;N/A - résultat non disponible
11284;Peyrens;21380
11285;Peyriac-de-Mer;21520
11286;Peyriac-Minervois;19350
11287;Peyrolles;N/A - résultat non disponible
11288;Pezens;20490
11289;Pieusse;20900
11290;Plaigne;19820
11291;Plavilla;N/A - résultat non disponible
11292;La Pomarède;21050
11293;Pomas;20810
11294;Pomy;N/A - résultat non disponible
11295;Portel-des-Corbières;20360
11296;Pouzols-Minervois;19940
11297;Pradelles-Cabardès;18060
11299;Preixan;20790
11300;Puginier;22030
11301;Puichéric;17570
11302;Puilaurens;18000
11303;Puivert;18580
11304;Quillan;18280
11305;Quintillan;N/A - résultat non disponible
11306;Quirbajou;N/A - résultat non disponible
11307;Raissac-d'Aude;19050
11308;Raissac-sur-Lampy;21480
11309;Rennes-le-Château;N/A - résultat non disponible
11310;Rennes-les-Bains;13290
11311;Ribaute;18270
11312;Ribouisse;N/A - résultat non disponible
11313;Ricaud;23150
11314;Rieux-en-Val;N/A - résultat non disponible
11315;Rieux-Minervois;19370
11316;Rivel;17300
11317;Rodome;15600
11318;Roquecourbe-Minervois;20390
11319;Roquefère;N/A - résultat non disponible
11320;Roquefeuil;18390
11321;Roquefort-de-Sault;15840
11322;Roquefort-des-Corbières;20680
11323;Roquetaillade-et-Conilhac;21040
11324;Roubia;20840
11325;Rouffiac-d'Aude;18850
11326;Rouffiac-des-Corbières;N/A - résultat non disponible
11327;Roullens;21970
11328;Routier;18840
11330;Rustiques;21770
11331;Saint-Amans;N/A - résultat non disponible
11332;Saint-André-de-Roquelongue;20750
11333;Saint-Benoît;N/A - résultat non disponible
11334;Sainte-Camelle;22810
11335;Sainte-Colombe-sur-Guette;N/A - résultat non disponible
11336;Sainte-Colombe-sur-l'Hers;17980
11337;Saint-Couat-d'Aude;20540
11338;Saint-Couat-du-Razès;N/A - résultat non disponible
11339;Saint-Denis;20170
11340;Sainte-Eulalie;21960
11341;Saint-Ferriol;20290
11342;Saint-Frichoux;18450
11343;Saint-Gaudéric;N/A - résultat non disponible
11344;Saint-Hilaire;20930
11345;Saint-Jean-de-Barrou;20050
11346;Saint-Jean-de-Paracol;15210
11347;Saint-Julia-de-Bec;17750
11348;Saint-Julien-de-Briola;N/A - résultat non disponible
11350;Saint-Just-et-le-Bézu;N/A - résultat non disponible
11351;Saint-Laurent-de-la-Cabrerisse;18930
11352;Saint-Louis-et-Parahou;N/A - résultat non disponible
11353;Saint-Marcel-sur-Aude;20670
11354;Saint-Martin-des-Puits;N/A - résultat non disponible
11355;Saint-Martin-de-Villereglan;23370
11356;Saint-Martin-Lalande;22630
11357;Saint-Martin-le-Vieil;23450
11358;Saint-Martin-Lys;N/A - résultat non disponible
11359;Saint-Michel-de-Lanès;23300
11360;Saint-Nazaire-d'Aude;21230
11361;Saint-Papoul;20430
11362;Saint-Paulet;19550
11363;Saint-Pierre-des-Champs;18980
11364;Saint-Polycarpe;17410
11365;Saint-Sernin;N/A - résultat non disponible
11366;Sainte-Valière;20610
11367;Saissac;18450
11368;Sallèles-Cabardès;19980
11369;Sallèles-d'Aude;21290
11370;Salles-d'Aude;21960
11371;Salles-sur-l'Hers;21370
11372;Salsigne;17710
11373;Salvezines;N/A - résultat non disponible
11374;Salza;N/A - résultat non disponible
11375;Seignalens;N/A - résultat non disponible
11376;La Serpent;N/A - résultat non disponible
11377;Serres;N/A - résultat non disponible
11378;Serviès-en-Val;20830
11379;Sigean;20340
11380;Sonnac-sur-l'Hers;20630
11381;Sougraigne;N/A - résultat non disponible
11382;Souilhanels;24860
11383;Souilhe;22540
11384;Soulatgé;11780
11385;Soupex;22900
11386;Talairan;18230
11387;Taurize;N/A - résultat non disponible
11388;Termes;N/A - résultat non disponible
11389;Terroles;N/A - résultat non disponible
11390;Thézan-des-Corbières;18940
11391;La Tourette-Cabardès;N/A - résultat non disponible
11392;Tournissan;18780
11393;Tourouzelle;19510
11394;Tourreilles;20660
11395;Trassanel;N/A - résultat non disponible
11396;Trausse;19010
11397;Trèbes;18930
11398;Treilles;20000
11399;Tréville;22290
11400;Tréziers;N/A - résultat non disponible
11401;Tuchan;18610
11402;Valmigère;N/A - résultat non disponible
11404;Ventenac-Cabardès;22000
11405;Ventenac-en-Minervois;21420
11406;Véraza;N/A - résultat non disponible
11407;Verdun-en-Lauragais;22080
11408;Verzeille;21460
11409;Vignevieille;N/A - résultat non disponible
11410;Villalier;20300
11411;Villanière;19600
11412;Villardebelle;N/A - résultat non disponible
11413;Villardonnel;19640
11414;Villar-en-Val;N/A - résultat non disponible
11415;Villar-Saint-Anselme;22270
11416;Villarzel-Cabardès;21190
11417;Villarzel-du-Razès;N/A - résultat non disponible
11418;Villasavary;20630
11419;Villautou;N/A - résultat non disponible
11420;Villebazy;20490
11421;Villedaigne;17030
11422;Villedubert;22520
11423;Villefloure;16900
11424;Villefort;N/A - résultat non disponible
11425;Villegailhenc;20580
11426;Villegly;20790
11427;Villelongue-d'Aude;18350
11428;Villemagne;19620
11429;Villemoustaussou;23260
11430;Villeneuve-la-Comptal;22330
11431;Villeneuve-les-Corbières;15550
11432;Villeneuve-lès-Montréal;22600
11433;Villeneuve-Minervois;19080
11434;Villepinte;20070
11435;Villerouge-Termenès;15450
11436;Villesèque-des-Corbières;16930
11437;Villesèquelande;21960
11438;Villesiscle;21110
11439;Villespy;20450
11440;Villetritouls;N/A - résultat non disponible
11441;Vinassan;23020
12001;Agen-d'Aveyron;24420
12002;Aguessac;21810
12003;Les Albres;22190
12004;Almont-les-Junies;20160
12006;Alrance;19800
12007;Ambeyrac;19050
12008;Anglars-Saint-Félix;21690
12009;Arnac-sur-Dourdou;N/A - résultat non disponible
12010;Arques;20730
12011;Arvieu;20980
12012;Asprières;21650
12013;Aubin;19970
12015;Auriac-Lagast;18110
12016;Auzits;21180
12017;Ayssènes;19110
12018;Balaguier-d'Olt;21380
12019;Balaguier-sur-Rance;N/A - résultat non disponible
12021;Le Bas Ségala;19410
12022;La Bastide-Pradines;19480
12023;La Bastide-Solages;N/A - résultat non disponible
12024;Belcastel;22020
12025;Belmont-sur-Rance;20580
12026;Bertholène;21380
12027;Bessuéjouls;22190
12028;Boisse-Penchot;19240
12029;Bor-et-Bar;17090
12030;Bouillac;19470
12031;Bournazel;21200
12032;Boussac;21420
12033;Bozouls;22920
12034;Brandonnet;20990
12035;Brasc;15580
12036;Brommat;20770
12037;Broquiès;17100
12038;Brousse-le-Château;19280
12039;Brusque;18650
12041;Cabanès;18890
12042;Calmels-et-le-Viala;20520
12043;Calmont;24330
12044;Camarès;20010
12045;Camboulazet;21760
12046;Camjac;21530
12047;Campagnac;20470
12048;Campouriez;20230
12049;Campuac;20150
12050;Canet-de-Salars;20320
12051;Cantoin;18910
12052;Capdenac-Gare;20430
12053;La Capelle-Balaguier;20940
12054;La Capelle-Bleys;19370
12055;La Capelle-Bonance;N/A - résultat non disponible
12056;Baraqueville;22020
12057;Cassagnes-Bégonhès;20420
12058;Cassuéjouls;18280
12059;Castanet;19940
12060;Castelmary;19920
12061;Castelnau-de-Mandailles;20470
12062;Castelnau-Pégayrols;20590
12063;La Cavalerie;20250
12064;Le Cayrol;17230
12065;Centrès;19190
12066;Clairvaux-d'Aveyron;23890
12067;Le Clapier;N/A - résultat non disponible
12068;Colombiès;19700
12069;Combret;17480
12070;Compeyre;23030
12071;Compolibat;21390
12072;Comprégnac;22550
12073;Comps-la-Grand-Ville;22410
12074;Condom-d'Aubrac;17850
12075;Connac;N/A - résultat non disponible
12076;Conques-en-Rouergue;20620
12077;Cornus;20370
12078;Les Costes-Gozon;18080
12079;Coubisou;20900
12080;Coupiac;18940
12082;La Couvertoirade;17590
12083;Cransac;18760
12084;Creissels;21390
12085;Crespin;17680
12086;La Cresse;21880
12088;Curières;20210
12089;Decazeville;18930
12090;Druelle Balsac;25300
12091;Drulhe;20310
12092;Durenque;18900
12093;Le Fel;19250
12094;Entraygues-sur-Truyère;21000
12095;Escandolières;20950
12096;Espalion;21500
12097;Espeyrac;20390
12098;Estaing;20830
12099;Fayet;18700
12100;Firmi;21710
12101;Flagnac;23100
12102;Flavin;23660
12103;Florentin-la-Capelle;17070
12104;Foissac;21400
12105;La Fouillade;20390
12106;Gabriac;22010
12107;Gaillac-d'Aveyron;21120
12108;Galgan;20410
12109;Gissac;18790
12110;Golinhac;19330
12111;Goutrens;23800
12113;Gramond;21870
12115;L'Hospitalet-du-Larzac;18260
12116;Huparlac;19030
12118;Lacroix-Barrez;20380
12119;Laguiole;21490
12120;Laissac-Sévérac l'Église;21510
12121;Lanuéjouls;21120
12122;Lapanouse-de-Cernon;21180
12124;Lassouts;17790
12125;Laval-Roquecezière;19060
12127;Lédergues;20610
12128;Lescure-Jaoul;18360
12129;Lestrade-et-Thouels;18420
12130;Livinhac-le-Haut;21510
12131;La Loubière;25380
12133;Luc-la-Primaube;23680
12134;Lugan;21820
12135;Lunac;17860
12136;Maleville;20860
12137;Manhac;22960
12138;Marcillac-Vallon;22480
12139;Marnhagues-et-Latour;18380
12140;Martiel;21240
12141;Martrin;15070
12142;Mayran;23320
12143;Mélagues;N/A - résultat non disponible
12144;Meljac;18460
12145;Millau;20470
12146;Le Monastère;24000
12147;Montagnol;16200
12148;Montbazens;20900
12149;Montclar;17270
12150;Monteils;20890
12151;Montézic;20640
12152;Montfranc;17890
12153;Montjaux;18370
12154;Montlaur;19810
12155;Fondamente;19430
12156;Montpeyroux;20140
12157;Montrozier;23920
12158;Montsalès;22770
12159;Morlhon-le-Haut;21150
12160;Mostuéjouls;21730
12161;Mouret;21950
12162;Moyrazès;23550
12163;Murasson;18730
12164;Mur-de-Barrez;19930
12165;Muret-le-Château;21660
12166;Murols;N/A - résultat non disponible
12167;Najac;19110
12168;Nant;19810
12169;Naucelle;21940
12170;Naussac;23600
12171;Nauviale;21260
12172;Le Nayrac;19730
12174;Olemps;24460
12175;Ols-et-Rinhodes;19910
12176;Onet-le-Château;21680
12177;Palmas d'Aveyron;22050
12178;Paulhe;22440
12179;Peux-et-Couffouleux;N/A - résultat non disponible
12180;Peyreleau;N/A - résultat non disponible
12181;Peyrusse-le-Roc;18030
12182;Pierrefiche;21780
12183;Plaisance;18410
12184;Pomayrols;19630
12185;Pont-de-Salars;22220
12186;Pousthomy;18730
12187;Prades-d'Aubrac;17700
12188;Prades-Salars;21310
12189;Pradinas;18780
12190;Prévinquières;19820
12191;Privezac;21840
12192;Mounes-Prohencoux;18730
12193;Pruines;17300
12194;Quins;21490
12195;Rebourguil;20890
12197;Réquista;19370
12198;Rieupeyroux;20680
12199;Rignac;22200
12200;Rivière-sur-Tarn;21450
12201;Rodelle;24920
12202;Rodez;21490
12203;Roquefort-sur-Soulzon;23900
12204;La Roque-Sainte-Marguerite;21260
12205;La Rouquette;21890
12206;Roussennac;22750
12207;Rullac-Saint-Cirq;18150
12208;Saint-Affrique;20890
12209;Saint-Amans-des-Cots;20010
12210;Saint-André-de-Najac;19210
12211;Saint-André-de-Vézines;21660
12212;Saint-Beaulize;20100
12213;Saint-Beauzély;21050
12214;Saint-Chély-d'Aubrac;20360
12215;Saint-Christophe-Vallon;21590
12216;Saint-Côme-d'Olt;21560
12217;Sainte-Croix;21410
12219;Sainte-Eulalie-d'Olt;18900
12220;Sainte-Eulalie-de-Cernon;21890
12221;Saint-Félix-de-Lunel;18880
12222;Saint-Félix-de-Sorgues;18490
12223;Argences en Aubrac;19170
12224;Saint Geniez d'Olt et d'Aubrac;20060
12225;Saint-Georges-de-Luzençon;21870
12226;Saint-Hippolyte;17680
12227;Saint-Igest;19070
12228;Saint-Izaire;17990
12229;Saint-Jean-d'Alcapiès;23460
12230;Saint-Jean-Delnous;20280
12231;Saint-Jean-du-Bruel;18480
12232;Saint-Jean-et-Saint-Paul;21420
12233;Saint-Juéry;17620
12234;Sainte-Juliette-sur-Viaur;23980
12235;Saint-Just-sur-Viaur;17080
12236;Saint-Laurent-de-Lévézou;21320
12237;Saint-Laurent-d'Olt;20690
12238;Saint-Léons;20340
12239;Saint-Martin-de-Lenne;20330
12240;Saint-Parthem;20000
12241;Sainte-Radegonde;25950
12242;Saint-Rémy;21580
12243;Saint-Rome-de-Cernon;21920
12244;Saint-Rome-de-Tarn;21400
12246;Saint-Santin;20630
12247;Saint-Saturnin-de-Lenne;20400
12248;Saint-Sernin-sur-Rance;19870
12249;Saint-Sever-du-Moustier;17620
12250;Saint-Symphorien-de-Thénières;20320
12251;Saint-Victor-et-Melvieu;19970
12252;Salles-Courbatiès;20020
12253;Salles-Curan;20680
12254;Salles-la-Source;25150
12255;Salmiech;21800
12256;Salvagnac-Cajarc;20360
12257;Causse-et-Diège;20910
12258;La Salvetat-Peyralès;18640
12259;Sanvensa;20960
12260;Sauclières;20040
12261;Saujac;21380
12262;Sauveterre-de-Rouergue;20230
12263;Savignac;22210
12264;Sébazac-Concourès;24500
12265;Sébrazac;18990
12266;Ségur;19390
12267;La Selve;19230
12268;Sénergues;18050
12269;La Serre;18870
12270;Sévérac d'Aveyron;21080
12272;Sonnac;23320
12273;Soulages-Bonneval;20090
12274;Sylvanès;21500
12275;Tauriac-de-Camarès;N/A - résultat non disponible
12276;Tauriac-de-Naucelle;17790
12277;Taussac;19300
12278;Tayrac;20720
12280;Thérondels;19250
12281;Toulonjac;23660
12282;Tournemire;20210
12283;Trémouilles;18650
12284;Le Truel;19400
12286;Vabres-l'Abbaye;22080
12287;Vailhourles;20020
12288;Valady;24070
12289;Valzergues;22990
12290;Vaureilles;21530
12291;Verrières;21890
12292;Versols-et-Lapeyre;21610
12293;Veyreau;20270
12294;Vézins-de-Lévézou;18310
12295;Viala-du-Pas-de-Jaux;N/A - résultat non disponible
12296;Viala-du-Tarn;19460
12297;Le Vibal;20990
12298;Villecomtal;20310
12299;Villefranche-de-Panat;20750
12300;Villefranche-de-Rouergue;20290
12301;Villeneuve;22080
12303;Vimenet;21310
12305;Viviez;19220
12307;Curan;18460
13001;Aix-en-Provence;25130
13002;Allauch;26950
13003;Alleins;24990
13004;Arles;19340
13005;Aubagne;21860
13006;Aureille;23980
13007;Auriol;25430
13008;Aurons;29180
13009;La Barben;28930
13010;Barbentane;23130
13011;Les Baux-de-Provence;22510
13012;Beaurecueil;34270
13013;Belcodène;29180
13014;Berre-l'Étang;19950
13015;Bouc-Bel-Air;30100
13016;La Bouilladisse;26110
13017;Boulbon;23070
13018;Cabannes;20700
13019;Cabriès;31640
13020;Cadolive;26360
13021;Carry-le-Rouet;31380
13022;Cassis;27620
13023;Ceyreste;27170
13024;Charleval;22740
13025;Châteauneuf-le-Rouge;31630
13026;Châteauneuf-les-Martigues;22930
13027;Châteaurenard;20590
13028;La Ciotat;22830
13029;Cornillon-Confoux;28170
13030;Cuges-les-Pins;24520
13031;La Destrousse;25920
13032;Éguilles;30770
13033;Ensuès-la-Redonne;28610
13034;Eygalières;22860
13035;Eyguières;24920
13036;Eyragues;22950
13037;La Fare-les-Oliviers;26110
13038;Fontvieille;23620
13039;Fos-sur-Mer;22930
13040;Fuveau;26870
13041;Gardanne;22340
13042;Gémenos;28280
13043;Gignac-la-Nerthe;23850
13044;Grans;26670
13045;Graveson;22350
13046;Gréasque;25730
13047;Istres;22270
13048;Jouques;24780
13049;Lamanon;26020
13050;Lambesc;25340
13051;Lançon-Provence;25950
13052;Maillane;22640
13053;Mallemort;23370
13054;Marignane;21220
13055;Marseille;19940
13056;Martigues;22070
13057;Mas-Blanc-des-Alpilles;25410
13058;Maussane-les-Alpilles;23970
13059;Meyrargues;24390
13060;Meyreuil;26880
13061;Saint-Pierre-de-Mézoargues;21760
13062;Mimet;28730
13063;Miramas;19490
13064;Mollégès;23640
13065;Mouriès;23550
13066;Noves;22750
13067;Orgon;20270
13068;Paradou;26370
13069;Pélissanne;26580
13070;La Penne-sur-Huveaune;23920
13071;Les Pennes-Mirabeau;25780
13072;Peynier;28440
13073;Peypin;26830
13074;Peyrolles-en-Provence;23390
13075;Plan-de-Cuques;25620
13076;Plan-d'Orgon;22220
13077;Port-de-Bouc;19510
13078;Port-Saint-Louis-du-Rhône;20200
13079;Puyloubier;27720
13080;Le Puy-Sainte-Réparade;25640
13081;Rognac;24300
13082;Rognes;28010
13083;Rognonas;23620
13084;La Roque-d'Anthéron;22180
13085;Roquefort-la-Bédoule;26220
13086;Roquevaire;25340
13087;Rousset;25520
13088;Le Rove;25560
13089;Saint-Andiol;21560
13090;Saint-Antonin-sur-Bayon;33950
13091;Saint-Cannat;27080
13092;Saint-Chamas;23910
13093;Saint-Estève-Janson;27880
13094;Saint-Étienne-du-Grès;24820
13095;Saint-Marc-Jaumegarde;36160
13096;Saintes-Maries-de-la-Mer;19840
13097;Saint-Martin-de-Crau;22710
13098;Saint-Mitre-les-Remparts;26260
13099;Saint-Paul-lès-Durance;22090
13100;Saint-Rémy-de-Provence;22220
13101;Saint-Savournin;26920
13102;Saint-Victoret;22140
13103;Salon-de-Provence;21720
13104;Sausset-les-Pins;28010
13105;Sénas;21820
13106;Septèmes-les-Vallons;22260
13107;Simiane-Collongue;28110
13108;Tarascon;17830
13109;Le Tholonet;31450
13110;Trets;24470
13111;Vauvenargues;26900
13112;Velaux;28050
13113;Venelles;28280
13114;Ventabren;32910
13115;Vernègues;24310
13116;Verquières;22360
13117;Vitrolles;21600
13118;Coudoux;29230
13119;Carnoux-en-Provence;25960
14001;Ablon;23050
14003;Agy;24980
14005;Valambray;23070
14006;Amayé-sur-Orne;25390
14007;Amayé-sur-Seulles;22390
14009;Amfreville;25520
14011;Aurseulles;21670
14012;Angerville;21240
14014;Colomby-Anguerny;29240
14015;Anisy;31840
14016;Annebault;21730
14019;Arganchy;24010
14020;Argences;21480
14021;Arromanches-les-Bains;22920
14022;Asnelles;21860
14023;Asnières-en-Bessin;N/A - résultat non disponible
14024;Auberville;24450
14025;Aubigny;23120
14026;Audrieu;24070
14027;Les Monts d'Aunay;20410
14030;Authie;27420
14032;Les Authieux-sur-Calonne;23570
14033;Auvillars;23130
14034;Avenay;25400
14035;Balleroy-sur-Drôme;21300
14036;Banneville-la-Campagne;27290
14037;Malherbe-sur-Ajon;22900
14038;Banville;24040
14039;Barbery;23840
14040;Barbeville;23030
14041;Barneville-la-Bertran;24930
14042;Baron-sur-Odon;26030
14043;Barou-en-Auge;N/A - résultat non disponible
14044;Basly;26130
14045;Basseneville;22930
14046;Bavent;23850
14047;Bayeux;20720
14049;Bazenville;24530
14050;La Bazoque;20290
14053;Beaumais;20800
14054;Beaumesnil;18600
14055;Beaumont-en-Auge;22860
14057;Bellengreville;22080
14059;Benerville-sur-Mer;23910
14060;Bénouville;26810
14061;Souleuvre en Bocage;20860
14062;Bény-sur-Mer;24100
14063;Bernesq;20140
14064;Bernières-d'Ailly;21440
14066;Bernières-sur-Mer;23590
14068;Biéville-Beuville;27440
14069;Beuvillers;21690
14070;Beuvron-en-Auge;22620
14076;Blainville-sur-Orne;21630
14077;Blangy-le-Château;22760
14078;Blay;22910
14079;Blonville-sur-Mer;23300
14080;Le Bô;20230
14082;La Boissière;23250
14083;Bonnebosq;20200
14084;Bonnemaison;23080
14085;Bonneville-la-Louvet;22480
14086;Bonneville-sur-Touques;27770
14087;Bonnœil;22170
14088;Bons-Tassilly;23460
14089;Bougy;23930
14090;Boulon;23990
14091;Bourgeauville;22750
14092;Bourguébus;22870
14093;Branville;23640
14096;Brémoy;19940
14097;Bretteville-le-Rabet;23470
14098;Thue et Mue;24520
14100;Bretteville-sur-Laize;22280
14101;Bretteville-sur-Odon;25620
14102;Le Breuil-en-Auge;23970
14103;Le Breuil-en-Bessin;22930
14104;Le Brévedent;23310
14106;Bréville-les-Monts;24730
14107;Bricqueville;20730
14110;Brucourt;23520
14111;Bucéels;23790
14116;Le Bû-sur-Rouvres;22550
14117;Cabourg;21930
14118;Caen;21060
14119;Cagny;21190
14120;Cahagnes;22340
14121;Cahagnolles;21390
14122;La Caine;20760
14123;Cairon;28930
14124;La Cambe;21860
14125;Cambes-en-Plaine;26810
14126;Cambremer;23240
14127;Campagnolles;21130
14130;Campigny;24500
14131;Canapville;25220
14132;Canchy;22800
14134;Canteloup;25730
14135;Carcagny;25480
14136;Cardonville;N/A - résultat non disponible
14137;Carpiquet;21880
14138;Cartigny-l'Épinay;19800
14140;Castillon;21810
14141;Castillon-en-Auge;22530
14143;Caumont-sur-Aure;20100
14145;Cauvicourt;23290
14146;Cauville;21790
14147;Cernay;23900
14149;Cesny-aux-Vignes;23320
14150;Cesny-les-Sources;21420
14159;Chouain;25370
14160;Cintheaux;26050
14161;Clarbec;24310
14162;Clécy;21050
14163;Cléville;22570
14165;Colleville-sur-Mer;21390
14166;Colleville-Montgomery;25600
14167;Colombelles;18860
14168;Colombières;20420
14169;Colombiers-sur-Seulles;25780
