Code;Libellé;Médiane du revenu disponible par UC 2020
86132;Liglet;18440
86133;Ligugé;25030
86134;Linazay;18550
86135;Liniers;24300
86136;Lizant;19680
86137;Loudun;19820
86138;Luchapt;18030
86139;Lusignan;20960
86140;Lussac-les-Châteaux;20120
86141;Magné;22370
86142;Maillé;20420
86143;Mairé;20060
86144;Maisonneuve;21350
86145;Marçay;22670
86147;Marigny-Chemereau;21010
86148;Marnay;22180
86149;Martaizé;19910
86150;Massognes;21460
86151;Maulay;18440
86152;Mauprévoir;20700
86153;Mazerolles;20630
86154;Mazeuil;20490
86156;Messemé;21730
86157;Mignaloux-Beauvoir;26910
86158;Migné-Auxances;24030
86159;Millac;19450
86160;Mirebeau;19250
86161;Moncontour;20110
86162;Mondion;23440
86163;Montamisé;26410
86164;Monthoiron;21340
86165;Montmorillon;20980
86167;Monts-sur-Guesnes;18020
86169;Morton;19570
86170;Moulismes;20280
86171;Moussac;19370
86172;Mouterre-sur-Blourde;17030
86173;Mouterre-Silly;20590
86174;Naintré;22190
86175;Nalliers;19500
86176;Nérignac;18500
86177;Neuville-de-Poitou;22840
86178;Nieuil-l'Espoir;23530
86180;Nouaillé-Maupertuis;26370
86181;Nueil-sous-Faye;20170
86182;Orches;19850
86183;Les Ormes;21130
86184;Ouzilly;21020
86186;Oyré;22870
86187;Paizay-le-Sec;20450
86189;Payroux;19180
86190;Persac;19220
86191;Pindray;21490
86192;Plaisance;19200
86193;Pleumartin;19970
86194;Poitiers;19720
86195;Port-de-Piles;20060
86196;Pouançay;19660
86197;Pouant;20110
86198;Pouillé;23480
86200;Pressac;19590
86201;Prinçay;19280
86202;La Puye;19660
86203;Queaux;20710
86204;Quinçay;25350
86205;Ranton;19650
86206;Raslay;19390
86207;La Roche-Posay;20730
86209;Roches-Prémarie-Andillé;23250
86210;Roiffé;19920
86211;Romagne;17900
86213;Rouillé;20850
86214;Saint-Benoît;24830
86217;Saint-Christophe;20510
86218;Saint-Clair;18160
86220;Saint-Gaudent;21510
86221;Saint-Genest-d'Ambière;21530
86222;Saint-Georges-lès-Baillargeaux;24020
86223;Saint-Germain;20390
86224;Saint-Gervais-les-Trois-Clochers;21160
86225;Saint-Jean-de-Sauves;19140
86226;Saint-Julien-l'Ars;24040
86227;Saint-Laon;20900
86228;Saint-Laurent-de-Jourdes;20280
86229;Saint-Léger-de-Montbrillais;19530
86230;Saint-Léomer;19780
86231;Saint-Macoux;20590
86233;Valdivienne;22020
86234;Saint-Martin-l'Ars;18810
86235;Saint-Maurice-la-Clouère;22130
86236;Saint-Pierre-de-Maillé;19880
86237;Saint-Pierre-d'Exideuil;22200
86239;Sainte-Radégonde;19950
86241;Saint-Rémy-sur-Creuse;21580
86242;Saint-Romain;17450
86244;Saint-Sauvant;20800
86245;Senillé-Saint-Sauveur;22800
86246;Saint-Savin;18920
86247;Saint-Saviol;19560
86248;Saint-Secondin;19010
86249;Saires;19040
86250;Saix;19470
86252;Sammarçolles;19930
86253;Sanxay;20040
86254;Saulgé;21360
86255;Savigné;20080
86256;Savigny-Lévescault;25430
86257;Savigny-sous-Faye;20610
86258;Scorbé-Clairvaux;21770
86260;Sérigny;19500
86261;Sèvres-Anxaumont;26090
86262;Sillars;21680
86263;Smarves;24310
86264;Sommières-du-Clain;18790
86265;Sossais;21520
86266;Surin;19040
86268;Tercé;23410
86269;Ternay;20300
86270;Thollet;18070
86271;Thurageau;21900
86272;Thuré;22930
86273;La Trimouille;19000
86274;Les Trois-Moutiers;19970
86275;Usseau;22950
86276;Usson-du-Poitou;19320
86279;Vaux-sur-Vienne;22050
86280;Vellèches;21040
86281;Saint-Martin-la-Pallu;22350
86284;Vernon;21950
86285;Verrières;22420
86286;Verrue;18920
86287;Vézières;21230
86288;Vicq-sur-Gartempe;20650
86289;Le Vigeant;18460
86290;La Villedieu-du-Clain;22140
86291;Villemort;N/A - résultat non disponible
86292;Villiers;22070
86293;Vivonne;21900
86294;Vouillé;22580
86295;Voulême;21360
86296;Voulon;22340
86297;Vouneuil-sous-Biard;24620
86298;Vouneuil-sur-Vienne;22070
86299;Vouzailles;21120
86300;Yversay;23580
87001;Aixe-sur-Vienne;22930
87002;Ambazac;22490
87003;Arnac-la-Poste;19500
87004;Augne;21140
87005;Aureil;24450
87006;Azat-le-Ris;17270
87007;Balledent;19010
87008;La Bazeuge;19330
87009;Beaumont-du-Lac;18970
87011;Bellac;19370
87012;Berneuil;18620
87013;Bersac-sur-Rivalier;21590
87014;Bessines-sur-Gartempe;21020
87015;Beynac;23960
87016;Les Billanges;18380
87017;Blanzac;20700
87018;Blond;19900
87019;Boisseuil;26170
87020;Bonnac-la-Côte;23810
87021;Bosmie-l'Aiguille;24490
87022;Breuilaufa;22460
87023;Le Buis;22330
87024;Bujaleuf;19810
87025;Burgnac;23860
87027;Bussière-Galant;20600
87028;Val-d'Oire-et-Gartempe;17490
87029;Les Cars;20900
87030;Chaillac-sur-Vienne;22790
87031;Le Chalard;20970
87032;Châlus;20200
87033;Chamboret;20570
87034;Champagnac-la-Rivière;19820
87035;Champnétery;21110
87036;Champsac;21420
87037;La Chapelle-Montbrandeix;17520
87038;Chaptelat;24180
87039;Château-Chervix;21310
87040;Châteauneuf-la-Forêt;20640
87041;Châteauponsac;19980
87042;Le Châtenet-en-Dognon;20790
87043;Cheissoux;18330
87044;Chéronnac;18380
87045;Cieux;21080
87046;Cognac-la-Forêt;21120
87047;Compreignac;22500
87048;Condat-sur-Vienne;24160
87049;Coussac-Bonneval;20050
87050;Couzeix;24410
87051;La Croisille-sur-Briance;19400
87052;La Croix-sur-Gartempe;19920
87053;Cromac;19020
87054;Cussac;18420
87056;Dinsac;20280
87057;Dompierre-les-Églises;18420
87058;Domps;19120
87059;Le Dorat;19590
87060;Dournazac;18540
87061;Droux;19090
87062;Eybouleuf;22130
87063;Eyjeaux;23400
87064;Eymoutiers;20250
87065;Feytiat;24340
87066;Flavignac;20640
87067;Folles;18460
87068;Fromental;20590
87069;Gajoubert;15460
87070;La Geneytouse;24180
87071;Glandon;20720
87072;Glanges;20090
87073;Gorre;20660
87074;Les Grands-Chézeaux;21170
87075;Isle;24690
87076;Jabreilles-les-Bordes;20550
87077;Janailhac;21680
87078;Javerdat;20810
87079;La Jonchère-Saint-Maurice;21370
87080;Jouac;17560
87081;Jourgnac;24940
87082;Ladignac-le-Long;19090
87083;Laurière;19820
87084;Lavignac;21280
87085;Limoges;20150
87086;Linards;21250
87087;Lussac-les-Églises;18420
87088;Magnac-Bourg;22080
87089;Magnac-Laval;19820
87090;Mailhac-sur-Benaize;18260
87091;Maisonnais-sur-Tardoire;18600
87092;Marval;18310
87093;Masléon;21110
87094;Meilhac;23160
87095;Meuzac;20540
87096;La Meyze;20980
87097;Val d'Issoire;18500
87099;Moissannes;20720
87100;Montrol-Sénard;20090
87101;Mortemart;21090
87103;Nantiat;20790
87104;Nedde;18730
87105;Neuvic-Entier;19810
87106;Nexon;22310
87107;Nieul;24100
87108;Nouic;18210
87109;Oradour-Saint-Genest;17760
87110;Oradour-sur-Glane;22000
87111;Oradour-sur-Vayres;20040
87112;Pageas;20470
87113;Le Palais-sur-Vienne;22300
87114;Panazol;24230
87115;Pensol;19960
87116;Peyrat-de-Bellac;20950
87117;Peyrat-le-Château;19680
87118;Peyrilhac;22130
87119;Pierre-Buffière;22010
87120;La Porcherie;19740
87121;Rancon;18580
87122;Razès;22150
87123;Rempnat;18770
87124;Rilhac-Lastours;20700
87125;Rilhac-Rancon;24280
87126;Rochechouart;21570
87127;La Roche-l'Abeille;21340
87128;Saint-Pardoux-le-Lac;21140
87129;Royères;22730
87130;Roziers-Saint-Georges;21880
87131;Saillat-sur-Vienne;19860
87132;Saint-Amand-le-Petit;17180
87133;Saint-Amand-Magnazeix;19490
87134;Sainte-Anne-Saint-Priest;19260
87135;Saint-Auvent;20310
87137;Saint-Bazile;16930
87138;Saint-Bonnet-Briance;21010
87139;Saint-Bonnet-de-Bellac;18880
87140;Saint-Brice-sur-Vienne;22400
87141;Saint-Cyr;21550
87142;Saint-Denis-des-Murs;22260
87143;Saint-Gence;23650
87144;Saint-Genest-sur-Roselle;21520
87145;Saint-Georges-les-Landes;19400
87146;Saint-Germain-les-Belles;21410
87147;Saint-Gilles-les-Forêts;N/A - résultat non disponible
87148;Saint-Hilaire-Bonneval;23720
87149;Saint-Hilaire-la-Treille;19430
87150;Saint-Hilaire-les-Places;20920
87151;Saint-Jean-Ligoure;21560
87152;Saint-Jouvent;23430
87153;Saint-Julien-le-Petit;16440
87154;Saint-Junien;21300
87155;Saint-Junien-les-Combes;21770
87156;Saint-Just-le-Martel;24440
87157;Saint-Laurent-les-Églises;22540
87158;Saint-Laurent-sur-Gorre;20810
87159;Saint-Léger-la-Montagne;20670
87160;Saint-Léger-Magnazeix;18350
87161;Saint-Léonard-de-Noblat;20830
87162;Sainte-Marie-de-Vaux;20920
87163;Saint-Martial-sur-Isop;15670
87164;Saint-Martin-de-Jussac;21230
87165;Saint-Martin-le-Mault;18460
87166;Saint-Martin-le-Vieux;23830
87167;Saint-Martin-Terressus;21540
87168;Saint-Mathieu;19340
87169;Saint-Maurice-les-Brousses;22450
87170;Saint-Méard;20220
87172;Saint-Ouen-sur-Gartempe;19870
87174;Saint-Paul;23030
87176;Saint-Priest-Ligoure;21890
87177;Saint-Priest-sous-Aixe;23820
87178;Saint-Priest-Taurion;22740
87179;Saint-Sornin-la-Marche;20030
87180;Saint-Sornin-Leulac;19910
87181;Saint-Sulpice-Laurière;19570
87182;Saint-Sulpice-les-Feuilles;20170
87183;Saint-Sylvestre;22690
87185;Saint-Victurnien;22860
87186;Saint-Vitte-sur-Briance;19760
87187;Saint-Yrieix-la-Perche;21270
87188;Saint-Yrieix-sous-Aixe;23460
87189;Les Salles-Lavauguyon;18040
87190;Sauviat-sur-Vige;19920
87191;Séreilhac;22010
87192;Solignac;24830
87193;Surdoux;N/A - résultat non disponible
87194;Sussac;20590
87195;Tersannes;18060
87197;Thouron;21550
87198;Vaulry;19550
87199;Vayres;19030
87200;Verneuil-Moustiers;16680
87201;Verneuil-sur-Vienne;25920
87202;Veyrac;24130
87203;Vicq-sur-Breuilh;22760
87204;Videix;17930
87205;Le Vigen;24760
87206;Villefavard;19130
88001;Les Ableuvenettes;N/A - résultat non disponible
88002;Ahéville;N/A - résultat non disponible
88003;Aingeville;N/A - résultat non disponible
88004;Ainvelle;21570
88005;Allarmont;19940
88006;Ambacourt;23220
88007;Ameuvelle;N/A - résultat non disponible
88008;Anglemont;20070
88009;Anould;21070
88010;Aouze;21350
88011;Arches;22380
88012;Archettes;23240
88013;Aroffe;N/A - résultat non disponible
88014;Arrentès-de-Corcieux;21030
88015;Attignéville;21880
88016;Attigny;21040
88017;Aulnois;20750
88019;Autigny-la-Tour;22440
88020;Autreville;24940
88021;Autrey;20330
88022;Auzainvilliers;21580
88023;Avillers;N/A - résultat non disponible
88024;Avrainville;22580
88025;Avranville;N/A - résultat non disponible
88026;Aydoilles;24700
88027;Badménil-aux-Bois;21180
88028;La Baffe;24520
88029;La Vôge-les-Bains;18830
88030;Bainville-aux-Saules;23200
88031;Balléville;22370
88032;Ban-de-Laveline;20790
88033;Ban-de-Sapt;20120
88035;Barbey-Seroux;19860
88036;Barville;N/A - résultat non disponible
88037;Basse-sur-le-Rupt;22450
88038;Battexey;N/A - résultat non disponible
88039;Baudricourt;21380
88040;Bayecourt;21710
88041;Bazegney;22040
88042;Bazien;N/A - résultat non disponible
88043;Bazoilles-et-Ménil;21720
88044;Bazoilles-sur-Meuse;21530
88045;Beaufremont;N/A - résultat non disponible
88046;Beauménil;21460
88047;Begnécourt;22950
88048;Bellefontaine;21150
88049;Belmont-lès-Darney;21740
88050;Belmont-sur-Buttant;22250
88051;Belmont-sur-Vair;21590
88052;Belrupt;N/A - résultat non disponible
88053;Belval;22300
88054;Bertrimoutier;22750
88055;Bettegney-Saint-Brice;22080
88056;Bettoncourt;N/A - résultat non disponible
88057;Le Beulay;N/A - résultat non disponible
88058;Biécourt;N/A - résultat non disponible
88059;Biffontaine;21370
88060;Blémerey;N/A - résultat non disponible
88061;Bleurville;22110
88062;Blevaincourt;N/A - résultat non disponible
88063;Bocquegney;23010
88064;Bois-de-Champ;21810
88065;Bonvillet;21640
88066;Boulaincourt;N/A - résultat non disponible
88068;La Bourgonce;21260
88069;Bouxières-aux-Bois;24130
88070;Bouxurulles;24030
88071;Bouzemont;N/A - résultat non disponible
88073;Brantigny;24660
88074;Brechainville;N/A - résultat non disponible
88075;La Bresse;21650
88076;Brouvelieures;20190
88077;Brû;21630
88078;Bruyères;18290
88079;Bulgnéville;22790
88080;Bult;23640
88081;Bussang;20630
88082;Celles-sur-Plaine;20000
88083;Certilleux;21640
88084;Chamagne;23270
88085;Champdray;19840
88086;Champ-le-Duc;21590
88087;Chantraine;23710
88088;La Chapelle-aux-Bois;19570
88089;La Chapelle-devant-Bruyères;20730
88090;Charmes;19600
88091;Charmois-devant-Bruyères;22870
88092;Charmois-l'Orgueilleux;20290
88093;Châtas;N/A - résultat non disponible
88094;Châtel-sur-Moselle;20820
88095;Châtenois;19580
88096;Châtillon-sur-Saône;20180
88097;Chauffecourt;N/A - résultat non disponible
88098;Chaumousey;23940
88099;Chavelot;23770
88100;Chef-Haut;N/A - résultat non disponible
88101;Cheniménil;22030
88102;Chermisey;N/A - résultat non disponible
88103;Circourt;N/A - résultat non disponible
88104;Circourt-sur-Mouzon;21910
88105;Claudon;20840
88106;Ban-sur-Meurthe-Clefcy;21300
88107;Clérey-la-Côte;N/A - résultat non disponible
88108;Le Clerjus;18940
88109;Cleurie;22990
88110;Clézentaine;19700
88111;Coinches;23100
88113;Combrimont;20660
88114;Contrexéville;20420
88115;Corcieux;20370
88116;Cornimont;19420
88117;Courcelles-sous-Châtenois;N/A - résultat non disponible
88118;Coussey;20950
88119;Crainvilliers;21370
88120;La Croix-aux-Mines;20360
88121;Damas-aux-Bois;21340
88122;Damas-et-Bettegney;22860
88123;Damblain;20700
88124;Darney;19170
88125;Darney-aux-Chênes;N/A - résultat non disponible
88126;Darnieulles;21820
88127;Deinvillers;N/A - résultat non disponible
88128;Denipaire;23010
88129;Derbamont;21710
88130;Destord;21460
88131;Deycimont;22970
88132;Deyvillers;25740
88133;Dignonville;24750
88134;Dinozé;23630
88135;Docelles;18990
88136;Dogneville;24820
88137;Dolaincourt;N/A - résultat non disponible
88138;Dombasle-devant-Darney;N/A - résultat non disponible
88139;Dombasle-en-Xaintois;21230
88140;Dombrot-le-Sec;23280
88141;Dombrot-sur-Vair;22940
88142;Domèvre-sur-Avière;24340
88143;Domèvre-sur-Durbion;21550
88144;Domèvre-sous-Montfort;N/A - résultat non disponible
88145;Domfaing;20810
88146;Domjulien;23200
88147;Dommartin-aux-Bois;22910
88148;Dommartin-lès-Remiremont;22770
88149;Dommartin-lès-Vallois;N/A - résultat non disponible
88150;Dommartin-sur-Vraine;21400
88151;Dompaire;21790
88152;Dompierre;24010
88153;Domptail;19620
88154;Domrémy-la-Pucelle;N/A - résultat non disponible
88155;Domvallier;N/A - résultat non disponible
88156;Doncières;21080
88157;Dounoux;22620
88158;Éloyes;21300
88159;Entre-deux-Eaux;22170
88160;Épinal;19670
88161;Escles;19470
88162;Esley;21800
88163;Essegney;23620
88164;Estrennes;21490
88165;Étival-Clairefontaine;21950
88166;Évaux-et-Ménil;22830
88167;Faucompierre;23030
88168;Fauconcourt;24610
88169;Fays;24100
88170;Ferdrupt;21030
88171;Fignévelle;N/A - résultat non disponible
88172;Fiménil;20690
88173;Florémont;24140
88174;Fomerey;23310
88175;Fontenay;24210
88176;Fontenoy-le-Château;17020
88177;La Forge;21380
88178;Les Forges;25590
88179;Fouchécourt;N/A - résultat non disponible
88180;Frain;20740
88181;Fraize;19920
88182;Frapelle;20060
88183;Frebécourt;21890
88184;Fremifontaine;19560
88185;Frenelle-la-Grande;25480
88186;Frenelle-la-Petite;N/A - résultat non disponible
88187;Frénois;N/A - résultat non disponible
88188;Fresse-sur-Moselle;19530
88189;Fréville;21320
88190;Frizon;22470
88192;Gelvécourt-et-Adompt;N/A - résultat non disponible
88193;Gemaingoutte;23580
88194;Gemmelaincourt;20430
88195;Gendreville;21400
88196;Gérardmer;21450
88197;Gerbamont;21460
88198;Gerbépal;21920
88199;Gignéville;N/A - résultat non disponible
88200;Gigney;N/A - résultat non disponible
88201;Girancourt;22860
88202;Gircourt-lès-Viéville;22370
88203;Girecourt-sur-Durbion;22620
88205;Girmont-Val-d'Ajol;19740
88206;Gironcourt-sur-Vraine;20770
88208;Godoncourt;16900
88209;Golbey;20000
88210;Gorhey;19780
88212;Grand;18870
88213;La Grande-Fosse;21270
88214;Grandrupt-de-Bains;N/A - résultat non disponible
88215;Grandrupt;N/A - résultat non disponible
88216;Grandvillers;20740
88218;Granges-Aumontzey;19950
88219;Greux;22790
88220;Grignoncourt;N/A - résultat non disponible
88221;Gruey-lès-Surance;17760
88222;Gugnécourt;22420
88223;Gugney-aux-Aulx;21380
88224;Hadigny-les-Verrières;22410
88225;Hadol;22920
88226;Hagécourt;24110
88227;Hagnéville-et-Roncourt;N/A - résultat non disponible
88228;Haillainville;20110
88229;Harchéchamp;N/A - résultat non disponible
88230;Hardancourt;N/A - résultat non disponible
88231;Haréville;23680
88232;Harmonville;20290
88233;Harol;22250
88236;La Haye;18600
88237;Hennecourt;22950
88238;Hennezel;18140
88239;Hergugney;20630
88240;Herpelmont;18190
88241;Houécourt;22140
88242;Houéville;N/A - résultat non disponible
88243;Housseras;22230
88244;La Houssière;20150
88245;Hurbache;21480
88246;Hymont;22350
88247;Igney;22290
88248;Isches;21000
88249;Jainvillotte;N/A - résultat non disponible
88250;Jarménil;20650
88251;Jeanménil;22980
88252;Jésonville;20530
88253;Jeuxey;24640
88254;Jorxey;N/A - résultat non disponible
88255;Jubainville;N/A - résultat non disponible
88256;Jussarupt;21710
88257;Juvaincourt;19910
88258;Lamarche;19470
88259;Landaville;22020
88260;Langley;23640
88261;Laval-sur-Vologne;20950
88262;Laveline-devant-Bruyères;19590
88263;Laveline-du-Houx;21180
88264;Légéville-et-Bonfays;N/A - résultat non disponible
88265;Lemmecourt;N/A - résultat non disponible
88266;Lépanges-sur-Vologne;19600
88267;Lerrain;19680
88268;Lesseux;21820
88269;Liézey;23130
88270;Liffol-le-Grand;20020
88271;Lignéville;24150
88272;Lironcourt;N/A - résultat non disponible
88273;Longchamp;25790
88274;Longchamp-sous-Châtenois;N/A - résultat non disponible
88275;Lubine;20110
88276;Lusse;20120
88277;Luvigny;17710
88278;Maconcourt;N/A - résultat non disponible
88279;Madecourt;N/A - résultat non disponible
88280;Madegney;24810
88281;Madonne-et-Lamerey;21760
88283;Malaincourt;N/A - résultat non disponible
88284;Mandray;21210
88285;Mandres-sur-Vair;23760
88286;Marainville-sur-Madon;N/A - résultat non disponible
88287;Marey;N/A - résultat non disponible
88288;Maroncourt;N/A - résultat non disponible
88289;Martigny-les-Bains;20380
88290;Martigny-les-Gerbonvaux;18760
88291;Martinvelle;22100
88292;Mattaincourt;21940
88293;Maxey-sur-Meuse;22050
88294;Mazeley;23290
88295;Mazirot;22240
88296;Médonville;N/A - résultat non disponible
88297;Méménil;22840
88298;Ménarmont;N/A - résultat non disponible
88299;Ménil-en-Xaintois;21260
88300;Ménil-de-Senones;20800
88301;Ménil-sur-Belvitte;20590
88302;Le Ménil;20750
88303;Midrevaux;20400
88304;Mirecourt;19590
88305;Moncel-sur-Vair;21200
88306;Le Mont;N/A - résultat non disponible
88307;Mont-lès-Lamarche;N/A - résultat non disponible
88308;Mont-lès-Neufchâteau;21690
88309;Monthureux-le-Sec;21300
88310;Monthureux-sur-Saône;19950
88311;Montmotier;N/A - résultat non disponible
88312;Morelmaison;23260
88313;Moriville;20400
88314;Morizécourt;21760
88315;Mortagne;21100
88316;Morville;N/A - résultat non disponible
88317;Moussey;19440
88318;Moyemont;19740
88319;Moyenmoutier;19680
88320;Nayemont-les-Fosses;25910
88321;Neufchâteau;19670
88322;La Neuveville-devant-Lépanges;21410
88324;La Neuveville-sous-Châtenois;21600
88325;La Neuveville-sous-Montfort;22730
88326;Neuvillers-sur-Fave;23860
88327;Nomexy;19670
88328;Nompatelize;22540
88330;Nonville;20180
88331;Nonzeville;N/A - résultat non disponible
88332;Norroy;24220
88333;Nossoncourt;18280
88334;Oëlleville;20920
88335;Offroicourt;20760
88336;Ollainville;N/A - résultat non disponible
88338;Ortoncourt;N/A - résultat non disponible
88340;Padoux;21410
88341;Pair-et-Grandrupt;23450
88342;Pallegney;22250
88343;Parey-sous-Montfort;22000
88344;Pargny-sous-Mureau;21120
88345;La Petite-Fosse;N/A - résultat non disponible
88346;La Petite-Raon;18680
88347;Pierrefitte;20890
88348;Pierrepont-sur-l'Arentèle;19990
88349;Plainfaing;18440
88350;Pleuvezain;N/A - résultat non disponible
88351;Plombières-les-Bains;19400
88352;Pompierre;22890
88353;Pont-lès-Bonfays;18550
88354;Pont-sur-Madon;20490
88355;Portieux;20350
88356;Les Poulières;20690
88357;Poussay;23690
88358;Pouxeux;21410
88359;Prey;28050
88360;Provenchères-lès-Darney;22940
88361;Provenchères-et-Colroy;20460
88362;Le Puid;22340
88363;Punerot;19320
88364;Puzieux;21650
88365;Racécourt;21970
88366;Rainville;21230
88367;Rambervillers;18040
88368;Ramecourt;22130
88369;Ramonchamp;20490
88370;Rancourt;N/A - résultat non disponible
88371;Raon-aux-Bois;23140
88372;Raon-l'Étape;18860
88373;Raon-sur-Plaine;21110
88374;Rapey;N/A - résultat non disponible
88375;Raves;21860
88376;Rebeuville;25460
88377;Regnévelle;18130
88378;Regney;N/A - résultat non disponible
88379;Rehaincourt;21020
88380;Rehaupal;21270
88381;Relanges;21260
88382;Remicourt;N/A - résultat non disponible
88383;Remiremont;19670
88385;Remoncourt;22690
88386;Remomeix;21530
88387;Removille;21910
88388;Renauvoid;26080
88389;Repel;N/A - résultat non disponible
88390;Robécourt;18920
88391;Rochesson;21400
88393;Rollainville;24010
88394;Romain-aux-Bois;N/A - résultat non disponible
88395;Romont;19870
88398;Les Rouges-Eaux;N/A - résultat non disponible
88399;Le Roulier;23240
88400;Rouvres-en-Xaintois;22730
88401;Rouvres-la-Chétive;21290
88402;Roville-aux-Chênes;20520
88403;Rozerotte;20820
88404;Rozières-sur-Mouzon;N/A - résultat non disponible
88406;Rugney;23400
88407;Ruppes;24500
88408;Rupt-sur-Moselle;20370
88409;Saint-Amé;21900
88410;Sainte-Barbe;19600
88411;Saint-Baslemont;N/A - résultat non disponible
88412;Saint-Benoît-la-Chipotte;21940
88413;Saint-Dié-des-Vosges;18330
88415;Saint-Étienne-lès-Remiremont;21090
88416;Saint-Genest;N/A - résultat non disponible
88417;Saint-Gorgon;21210
88418;Sainte-Hélène;21030
88419;Saint-Jean-d'Ormont;21770
88421;Saint-Julien;22740
88423;Saint-Léonard;21130
88424;Sainte-Marguerite;21470
88425;Saint-Maurice-sur-Mortagne;21160
88426;Saint-Maurice-sur-Moselle;20690
88427;Saint-Menge;20470
88428;Saint-Michel-sur-Meurthe;22430
88429;Saint-Nabord;22520
88430;Saint-Ouen-lès-Parey;19760
88431;Saint-Paul;18670
88432;Saint-Pierremont;21610
88433;Saint-Prancher;N/A - résultat non disponible
88434;Saint-Remimont;23270
88435;Saint-Remy;22970
88436;Saint-Stail;N/A - résultat non disponible
88437;Saint-Vallier;22140
88438;La Salle;21720
88439;Sanchey;25090
88440;Sandaucourt;21860
88441;Sans-Vallois;23310
88442;Sapois;20120
88443;Sartes;N/A - résultat non disponible
88444;Le Saulcy;20090
88445;Saulcy-sur-Meurthe;21390
88446;Saulxures-lès-Bulgnéville;21350
88447;Saulxures-sur-Moselotte;19680
88448;Sauville;22200
88449;Savigny;22390
88450;Senaide;20430
88451;Senones;17500
88452;Senonges;19910
88453;Seraumont;N/A - résultat non disponible
88454;Sercœur;20890
88455;Serécourt;21770
88456;Serocourt;N/A - résultat non disponible
88457;Sionne;22340
88458;Socourt;23710
88459;Soncourt;N/A - résultat non disponible
88460;Soulosse-sous-Saint-Élophe;21720
88461;Suriauville;21970
88462;Le Syndicat;22160
88463;Taintrux;23400
88464;Tendon;23000
88465;Thaon-les-Vosges;20600
88466;They-sous-Montfort;22990
88467;Thiéfosse;20210
88468;Le Thillot;18880
88469;Thiraucourt;21970
88470;Le Tholy;22160
88471;Les Thons;21750
88472;Thuillières;24850
88473;Tignécourt;N/A - résultat non disponible
88474;Tilleux;N/A - résultat non disponible
88475;Tollaincourt;19480
88476;Totainville;22290
88477;Trampot;20380
88478;Tranqueville-Graux;N/A - résultat non disponible
88479;Trémonzey;18250
88480;Ubexy;20710
88481;Uriménil;21200
88482;Urville;N/A - résultat non disponible
88483;Uxegney;23630
88484;Uzemain;22120
88485;La Vacheresse-et-la-Rouillie;22280
88486;Vagney;21290
88487;Le Val-d'Ajol;19850
88488;Valfroicourt;20850
88489;Valleroy-aux-Saules;22530
88490;Valleroy-le-Sec;23260
88491;Les Vallois;19590
88492;Le Valtin;N/A - résultat non disponible
88493;Varmonzey;N/A - résultat non disponible
88494;Vaubexy;18710
88495;Vaudéville;25880
88496;Vaudoncourt;23280
88497;Vaxoncourt;22130
88498;Vecoux;23660
88499;Velotte-et-Tatignécourt;22490
88500;Ventron;21510
88501;Le Vermont;N/A - résultat non disponible
88502;Vervezelle;24090
88503;Vexaincourt;20200
88504;Vicherey;17330
88505;Vienville;20510
88506;Vieux-Moulin;20770
88507;Villers;24310
88508;Ville-sur-Illon;21250
88509;Villoncourt;22680
88510;Villotte;21760
88511;Villouxel;N/A - résultat non disponible
88512;Viménil;22840
88513;Vincey;20280
88514;Viocourt;20710
88515;Vioménil;18540
88516;Vittel;23890
88517;Viviers-le-Gras;21770
88518;Viviers-lès-Offroicourt;N/A - résultat non disponible
88519;La Voivre;23280
88520;Les Voivres;19690
88521;Vomécourt;20180
88522;Vomécourt-sur-Madon;N/A - résultat non disponible
88523;Vouxey;21160
88524;Vrécourt;20400
88525;Vroville;22430
88526;Wisembach;20270
88527;Xaffévillers;19440
88528;Xamontarupt;23890
88529;Xaronval;21230
88530;Xertigny;20230
88531;Xonrupt-Longemer;23090
88532;Zincourt;N/A - résultat non disponible
89002;Aigremont;N/A - résultat non disponible
89003;Montholon;22210
89004;Aisy-sur-Armançon;20200
89005;Ancy-le-Franc;19770
89006;Ancy-le-Libre;23860
89007;Andryes;21230
89008;Angely;21780
89009;Annay-la-Côte;23370
89010;Annay-sur-Serein;21220
89011;Annéot;25170
89012;Annoux;N/A - résultat non disponible
89013;Appoigny;23340
89014;Arces-Dilo;21250
89015;Arcy-sur-Cure;21550
89016;Argentenay;N/A - résultat non disponible
89017;Argenteuil-sur-Armançon;20930
89018;Armeau;22340
89019;Arthonnay;18720
89020;Asnières-sous-Bois;20930
89021;Asquins;20840
89022;Athie;21770
89023;Augy;22390
89024;Auxerre;19890
89025;Avallon;19210
89027;Bagneaux;22890
89028;Baon;N/A - résultat non disponible
89029;Bassou;22740
89030;Bazarnes;21220
89031;Beaumont;22350
89032;Beauvilliers;N/A - résultat non disponible
89033;Beauvoir;23190
89034;Beine;25610
89035;Bellechaume;21890
89036;La Belliole;22660
89037;Béon;23010
89038;Bernouil;22060
89039;Béru;N/A - résultat non disponible
89040;Bessy-sur-Cure;22600
89041;Beugnon;21980
89042;Bierry-les-Belles-Fontaines;21440
89043;Blacy;N/A - résultat non disponible
89044;Blannay;21430
89045;Bleigny-le-Carreau;23260
89046;Bléneau;19770
89048;Bœurs-en-Othe;19880
89049;Bois-d'Arcy;N/A - résultat non disponible
89050;Bonnard;22160
89051;Les Bordes;23190
89053;Branches;22630
89054;Brannay;21980
